"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"ACW00011647","1961-02-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-07","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-08","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-11","17.13333","-61.78333","19.2","ST JOHNS, AC","   20",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-12","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-13","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-14","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-15","17.13333","-61.78333","19.2","ST JOHNS, AC","  145",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-17","17.13333","-61.78333","19.2","ST JOHNS, AC","   18",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-18","17.13333","-61.78333","19.2","ST JOHNS, AC","   25",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-20","17.13333","-61.78333","19.2","ST JOHNS, AC","   53",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-22","17.13333","-61.78333","19.2","ST JOHNS, AC","  122",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-23","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-25","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-27","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-02-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-01","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-07","17.13333","-61.78333","19.2","ST JOHNS, AC","   46",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   20",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-10","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-14","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-15","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-19","17.13333","-61.78333","19.2","ST JOHNS, AC","   46",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-22","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-23","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-26","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-27","17.13333","-61.78333","19.2","ST JOHNS, AC","   91",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-29","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-30","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-03-31","17.13333","-61.78333","19.2","ST JOHNS, AC","   74",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-01","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-08","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-09","17.13333","-61.78333","19.2","ST JOHNS, AC","  107",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-10","17.13333","-61.78333","19.2","ST JOHNS, AC","   20",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-14","17.13333","-61.78333","19.2","ST JOHNS, AC","   33",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-15","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-16","17.13333","-61.78333","19.2","ST JOHNS, AC","   56",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-22","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-23","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-27","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-29","17.13333","-61.78333","19.2","ST JOHNS, AC","   28",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-04-30","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-01","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-05","17.13333","-61.78333","19.2","ST JOHNS, AC","   36",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   25",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-09","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-13","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-14","17.13333","-61.78333","19.2","ST JOHNS, AC","   18",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-15","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-16","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-18","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-20","17.13333","-61.78333","19.2","ST JOHNS, AC","  112",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-22","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-23","17.13333","-61.78333","19.2","ST JOHNS, AC","   38",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-27","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-29","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-30","17.13333","-61.78333","19.2","ST JOHNS, AC","  135",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-05-31","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-01","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-03","17.13333","-61.78333","19.2","ST JOHNS, AC","   86",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-04","17.13333","-61.78333","19.2","ST JOHNS, AC","   64",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-05","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   20",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-09","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-11","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-14","17.13333","-61.78333","19.2","ST JOHNS, AC","  157",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-15","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-16","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-21","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-22","17.13333","-61.78333","19.2","ST JOHNS, AC","  193",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-23","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-24","17.13333","-61.78333","19.2","ST JOHNS, AC","   20",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-25","17.13333","-61.78333","19.2","ST JOHNS, AC","   38",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-26","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-27","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-29","17.13333","-61.78333","19.2","ST JOHNS, AC","   33",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-06-30","17.13333","-61.78333","19.2","ST JOHNS, AC","  221",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-01","17.13333","-61.78333","19.2","ST JOHNS, AC","   25",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-02","17.13333","-61.78333","19.2","ST JOHNS, AC","   18",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-05","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-07","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-08","17.13333","-61.78333","19.2","ST JOHNS, AC","   43",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-09","17.13333","-61.78333","19.2","ST JOHNS, AC","   23",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-10","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-11","17.13333","-61.78333","19.2","ST JOHNS, AC","   10",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-12","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-14","17.13333","-61.78333","19.2","ST JOHNS, AC","  178",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-15","17.13333","-61.78333","19.2","ST JOHNS, AC","   48",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-16","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-18","17.13333","-61.78333","19.2","ST JOHNS, AC","  137",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-19","17.13333","-61.78333","19.2","ST JOHNS, AC","    5",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-20","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-21","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-22","17.13333","-61.78333","19.2","ST JOHNS, AC","  160",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-23","17.13333","-61.78333","19.2","ST JOHNS, AC","   30",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-24","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-25","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-26","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-27","17.13333","-61.78333","19.2","ST JOHNS, AC","   69",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-28","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-29","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-30","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-07-31","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-01","17.13333","-61.78333","19.2","ST JOHNS, AC","    8",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-02","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-03","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-04","17.13333","-61.78333","19.2","ST JOHNS, AC","    3",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-05","17.13333","-61.78333","19.2","ST JOHNS, AC","  183",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-06","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-07","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-08","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-09","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-10","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-11","17.13333","-61.78333","19.2","ST JOHNS, AC","   13",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-12","17.13333","-61.78333","19.2","ST JOHNS, AC","   28",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-13","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-14","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-15","17.13333","-61.78333","19.2","ST JOHNS, AC","  124",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-16","17.13333","-61.78333","19.2","ST JOHNS, AC","   15",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-17","17.13333","-61.78333","19.2","ST JOHNS, AC","    0","T,,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-18","17.13333","-61.78333","19.2","ST JOHNS, AC","    0",",,X","    0",",,X","    0",",,X",,,,,,,,
"ACW00011647","1961-08-19","17.13333","-61.78333","19.2","ST JOHNS, AC","  122",",,X","    0",",,X","    0",",,X",,,,,,,,
